x,y,z,assignment,distance,assignmentNotUnique,distanceNotUnique,assignmentClass,distanceBoth,score,group,name
149,774,411,894,109.132946446066,743,49.1222963632606,Ribosome,49.1222963632606,0.256310880184174,ha,19
450,43,355,,,252,258.120127072648,,,0.247366964817047,ha,19
335,845,428,,,1215,98.6813052203912,Ribosome,130.099961568019,0.239341542124748,ha,19
775,786,204,1175,76.7202711152665,1275,35.4541958024717,Ribosome,76.7202711152665,0.23873396217823,ha,19
683,680,351,1059,43.3820239269677,1001,33.7638860322683,Ribosome,43.3820239269677,0.235498607158661,ha,19
278,498,372,1579,86.7525215771853,955,50.6359556046887,Ribosome,86.7525215771853,0.233356893062592,ha,19
312,803,414,1141,102.766726132538,1215,74.8131004570724,Ribosome,102.766726132538,0.223998203873634,ha,19
641,389,350,,,1357,203.236315652494,,,0.223259285092354,ha,19
444,890,403,781,51.4392845984467,781,51.4392845984467,Ribosome,51.4392845984467,0.213795527815819,ha,19
873,770,197,30,60.6794858251123,1241,47.3392015141785,Ribosome,60.6794858251123,0.212005838751793,ha,19
434,61,331,,,252,231.900840878165,,,0.210051611065865,ha,19
874,738,194,493,93.1933474020544,99,42.1070065428546,Ribosome,93.1933474020544,0.209555253386498,ha,19
812,753,200,593,66.9552089086428,653,36.5513337649941,Ribosome,66.9552089086428,0.206487134099007,ha,19
839,791,201,642,39.560080889705,818,24.9198715887542,Ribosome,39.560080889705,0.206165716052055,ha,19
317,18,96,,,752,315.93986769637,,,0.205948293209076,ha,19
837,908,401,793,72.8903285765677,1033,52.6687763290548,Ribosome,72.8903285765677,0.205471843481064,ha,19
536,80,319,,,140,246.393993433282,,,0.201584175229073,ha,19
330,15,128,,,752,308.100632910742,,,0.201352417469025,ha,19
914,744,194,1396,54.2770669804477,561,29.2232783924049,Ribosome,54.2770669804477,0.201166704297066,ha,19
483,781,390,1135,67.7421582177598,878,50.950956811428,Ribosome,59.8163857149527,0.191953495144844,ha,19
308,16,131,,,340,314.803113072282,,,0.186477333307266,ha,19
438,882,434,888,102.440226473783,781,82.4681756800768,Ribosome,110.968463988649,0.185837432742119,ha,19
640,421,351,,,1357,182.983605823035,,,0.184402599930763,ha,19
311,76,133,,,340,260.334400339256,,,0.182967245578766,ha,19
315,836,430,,,1215,89.8610037780571,Ribosome,101.828286836222,0.181030094623566,ha,19
252,488,369,1037,106.348483769163,955,53.7494186015068,Ribosome,106.348483769163,0.178205102682114,ha,19
812,160,120,,,752,403.617393084094,,,0.177742123603821,ha,19
930,708,187,799,41.7372735094184,799,41.7372735094184,Ribosome,41.7372735094184,0.174701452255249,ha,19
661,711,200,1267,31.0644491340181,554,17.2336879396141,Ribosome,31.0644491340181,0.170931115746498,ha,19
804,782,199,1478,90.4709898254684,131,37.9473319220206,Ribosome,90.4709898254684,0.170512571930885,ha,19
413,123,326,,,252,168.943777630311,,,0.170106679201126,ha,19
456,894,435,1273,99.8148285576848,781,81.7679643870385,Ribosome,99.8148285576848,0.170071139931679,ha,19
314,908,414,,,1233,95.1367436903324,,,0.169262617826462,ha,19
797,623,181,,,1620,130.560330881934,,,0.167951107025146,ha,19
604,29,122,,,752,322.617420484387,,,0.167373687028885,ha,19
861,696,199,99,46.7653718043597,99,46.7653718043597,Ribosome,46.7653718043597,0.166270405054092,ha,19
442,765,386,878,59.8414572015087,1134,52.7730992078351,Ribosome,59.8414572015087,0.164606109261513,ha,19
337,627,204,1305,9.05538513813742,1305,9.05538513813742,Ribosome,9.05538513813742,0.163366764783859,ha,19
458,681,205,833,23.3666428910958,850,21.2132034355964,Ribosome,23.3666428910958,0.1631980240345,ha,19
765,697,208,,,913,62.3217458035315,,,0.162458181381226,ha,19
287,111,138,,,1645,241.068455008116,,,0.161440640687943,ha,19
593,91,131,,,752,264.348255148393,,,0.160711839795113,ha,19
926,605,174,,,1457,123.765908068418,,,0.158071383833885,ha,19
330,107,131,,,752,224.786565434859,,,0.155438855290413,ha,19
894,666,186,,,1457,69.2314957226839,,,0.154340669512749,ha,19
888,444,159,,,1457,282.109907660118,,,0.154324024915695,ha,19
616,616,367,1138,72.0971566707037,1137,43.5430821141545,Ribosome,72.0971566707037,0.153772786259651,ha,19
944,330,145,,,1457,395.744867307208,,,0.153366699814796,ha,19
548,159,138,,,752,182.882475923747,,,0.152603775262833,ha,19
266,559,315,1409,7.81024967590665,1409,7.81024967590665,Ribosome,7.81024967590665,0.152466163039207,ha,19
912,628,181,,,1457,99.8899394333584,,,0.150153309106827,ha,19
85,830,311,1455,3,1455,3,Ribosome,3,0.148008823394775,ha,19
806,823,206,1408,40.6078810084939,402,35.5808937493144,Ribosome,40.6078810084939,0.147341892123222,ha,19
354,822,393,1448,69.8355210476732,1636,64.7224845011376,Ribosome,69.8355210476732,0.145726218819618,ha,19
254,842,403,1018,58.6941223633168,346,47.4973683481517,Ribosome,58.6941223633168,0.145046278834343,ha,19
294,906,239,429,35.5246393366632,134,13,Ribosome,35.2845575287547,0.144313529133797,ha,19
825,581,177,,,99,161.845605439258,,,0.143540889024735,ha,19
660,644,187,,,860,30.6757233003559,Ribosome,30.6757233003559,0.142955273389816,ha,19
343,822,413,485,100.02999550135,1636,85.7088093488645,Ribosome,100.02999550135,0.14253006875515,ha,19
755,839,209,53,68.2129020054124,572,34.117444218464,Ribosome,68.2129020054124,0.142171204090118,ha,19
477,341,159,,,1227,44.1134900002256,,,0.142123848199844,ha,19
938,737,298,1311,31.1929479209644,324,7.34846922834954,Ribosome,31.1929479209644,0.142119824886322,ha,19
330,88,130,,,752,241.534676599448,,,0.141367107629776,ha,19
942,558,173,,,1457,169.156732056398,,,0.141206994652748,ha,19
489,314,159,,,749,49.6990945591567,,,0.14089635014534,ha,19
802,661,192,,,558,97.7036335045939,,,0.139978632330894,ha,19
258,652,291,1434,6.48074069840786,1434,6.48074069840786,Ribosome,6.48074069840786,0.137989550828934,ha,19
356,856,396,433,96.5090669315583,530,63.8592201643584,Ribosome,96.5090669315583,0.137271568179131,ha,19
516,241,148,,,752,101.400197238467,,,0.136956661939621,ha,19
553,322,153,,,749,112.454435217114,,,0.135659232735634,ha,19
860,526,167,,,1457,207.533129885327,,,0.135270401835442,ha,19
500,715,289,1414,7.68114574786861,1414,7.68114574786861,Ribosome,7.68114574786861,0.135235175490379,ha,19
768,77,308,,,140,416.163429436081,,,0.134280666708946,ha,19
839,622,186,,,99,118.33004690272,,,0.134095698595047,ha,19
