x,y,z,assignment,distance,assignmentNotUnique,distanceNotUnique,assignmentClass,distanceBoth,score,group,name
447,888,428,,,781,74.979997332622,,,0.323519796133041,sphere,16
453,882,442,,,781,88.1476034841561,,,0.308450132608414,sphere,16
444,878,397,,,781,45.4972526643093,,,0.289975702762604,sphere,16
764,705,196,,,913,71.5611626512594,,,0.231250494718552,sphere,16
870,735,198,,,99,37.4165738677394,,,0.215784534811974,sphere,16
844,907,386,,,1033,41.194659848092,,,0.202605292201042,sphere,16
441,67,313,,,252,223.559835390886,,,0.200974687933922,sphere,16
885,670,188,,,1457,68.847657912234,,,0.197569340467453,sphere,16
856,912,414,,,942,70.3562363973514,,,0.177306726574898,sphere,16
356,822,399,,,1636,69.4910066123668,,,0.177100747823715,sphere,16
16,910,401,,,1281,53.4509120595711,,,0.176070958375931,sphere,16
159,775,397,1422,58.2923665671587,743,38.0263066836631,Ribosome,58.2923665671587,0.17470408976078,sphere,16
328,98,140,,,340,232.04740894912,,,0.174485936760902,sphere,16
319,18,93,,,752,315.893969553077,,,0.174259334802628,sphere,16
319,17,116,,,752,312.0721070522,,,0.172223746776581,sphere,16
229,853,408,,,346,45.5521678957215,,,0.159577652812004,sphere,16
425,664,300,412,31.4006369362152,412,31.4006369362152,Ribosome,31.4006369362152,0.15605516731739,sphere,16
798,618,195,,,1120,125.793481548131,,,0.150874331593514,sphere,16
332,97,122,,,752,234.200768572607,,,0.150028049945831,sphere,16
797,626,178,,,1620,130.606278562709,,,0.148990124464035,sphere,16
271,505,367,1253,62.080592780675,955,47.9478883789474,Ribosome,62.080592780675,0.148675963282585,sphere,16
284,508,367,1077,61.0982814815605,955,48.8364617882991,Ribosome,61.0982814815605,0.146616861224175,sphere,16
148,779,417,,,743,56.0802995712398,,,0.143232092261314,sphere,16
298,827,390,,,1215,45.6179789118282,,,0.142454504966736,sphere,16
319,898,401,,,1233,80.9258920247408,,,0.142130762338638,sphere,16
95,899,271,763,7.34846922834954,763,7.34846922834954,Ribosome,7.34846922834954,0.142033472657204,sphere,16
863,700,211,,,99,35.1425667816112,,,0.141189247369766,sphere,16
17,907,337,,,1446,43.2319326424346,,,0.137938678264618,sphere,16
754,785,297,1545,10.3440804327886,1545,10.3440804327886,Ribosome,10.3440804327886,0.137421682476997,sphere,16
783,776,295,161,7.28010988928052,161,7.28010988928052,Ribosome,7.28010988928052,0.136151045560837,sphere,16
333,819,416,,,1215,84.6522297402732,,,0.13266533613205,sphere,16
645,429,338,,,1051,180.061100740832,,,0.13155597448349,sphere,16
65,909,333,,,404,32.7108544675923,,,0.131084382534027,sphere,16
301,816,402,,,1215,57.7840808527747,,,0.130567744374275,sphere,16
936,19,134,,,752,574.238626356674,,,0.129456073045731,sphere,16
635,432,350,,,1051,172.333978077453,,,0.129264265298843,sphere,16
41,774,269,1203,7.68114574786861,1203,7.68114574786861,Ribosome,33,0.129173561930656,sphere,16
331,842,407,,,1215,79.0569415042095,,,0.128276765346527,sphere,16
926,20,151,,,752,564.274755770626,,,0.128087624907494,sphere,16
177,838,330,408,12.4096736459909,408,12.4096736459909,Ribosome,12.4096736459909,0.126895591616631,sphere,16
464,583,296,1429,8.36660026534076,1429,8.36660026534076,Ribosome,8.36660026534076,0.126232728362083,sphere,16
156,563,336,1088,8.83176086632785,1088,8.83176086632785,Ribosome,8.83176086632785,0.125481978058815,sphere,16
944,17,111,,,752,584.011130030927,,,0.125061541795731,sphere,16
477,782,304,191,3,191,3,Ribosome,3,0.124597065150738,sphere,16
393,473,284,541,12.369316876853,442,9.1104335791443,Ribosome,12.369316876853,0.124193325638771,sphere,16
637,434,366,,,1051,176.394444356958,,,0.123974360525608,sphere,16
392,445,292,289,9,289,9,Ribosome,9,0.123322203755379,sphere,16
281,711,308,189,23.6220236220354,319,10.6301458127347,Ribosome,10.6301458127347,0.123249880969524,sphere,16
260,485,367,,,955,48.7237108603193,,,0.123242005705833,sphere,16
811,752,202,,,653,34.8425027803687,,,0.122833833098412,sphere,16
646,432,351,,,1051,181.022098098547,,,0.122505620121956,sphere,16
162,585,323,1145,9,1145,9,Ribosome,9,0.122276164591312,sphere,16
87,897,295,,,363,29.3087017795057,,,0.122040398418903,sphere,16
312,812,430,,,1215,88.0567998510053,,,0.122027449309826,sphere,16
818,810,255,139,9.16515138991168,139,9.16515138991168,Ribosome,9.16515138991168,0.121391974389553,sphere,16
27,909,382,,,896,40.3112887414927,,,0.121346116065979,sphere,16
