466	892	438	0.10813137143850327	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
873	908	420	0.10489626228809357	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
427	896	428	0.10127986967563629	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
825	911	395	0.0989319235086441	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
853	727	205	0.09731539338827133	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
292	905	422	0.093171626329422	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
791	702	189	0.09094008058309555	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
163	775	407	0.08803317695856094	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
426	870	404	0.08755898475646973	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
422	62	329	0.08687370270490646	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
743	701	195	0.0828440859913826	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
138	772	406	0.08245638012886047	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
343	104	140	0.08092378824949265	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
459	865	403	0.08085233718156815	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
367	844	398	0.08061151206493378	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
852	898	394	0.08040548115968704	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
316	89	134	0.07988312095403671	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
370	824	404	0.07892822474241257	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
263	494	370	0.07888879626989365	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
336	899	403	0.07728376239538193	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
362	814	330	0.076267771422863	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
315	110	134	0.07491594552993774	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
840	705	207	0.07489010691642761	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
914	605	176	0.07435177266597748	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
686	680	354	0.07420400530099869	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
288	504	377	0.0741102322936058	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
300	802	411	0.0735379308462143	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
294	95	134	0.0725969448685646	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
467	904	326	0.07157391309738159	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
291	16	130	0.07129388302564621	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
818	734	266	0.07120005041360855	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
345	834	407	0.07022194564342499	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
116	895	252	0.07001236826181412	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
327	824	419	0.06975572556257248	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
889	731	195	0.06969556212425232	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
109	896	271	0.06931381672620773	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
70	882	330	0.06892506033182144	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
733	701	228	0.06871134042739868	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
105	892	286	0.06863775849342346	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
191	761	308	0.06793041527271271	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
459	71	317	0.06766891479492188	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
283	908	265	0.067200668156147	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
283	905	249	0.06703595817089081	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
324	795	418	0.06702267378568649	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
304	837	412	0.06700723618268967	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
423	284	277	0.0669427290558815	/g/kosinski/vmaurer/ribosomePaper/templates/7p6z_12
