x,y,z,assignment,distance,assignmentNotUnique,distanceNotUnique,assignmentClass,distanceBoth,score,group,name
439,886,427,,,781,75.4917214004291,,,0.526174366474152,emoji,12
837,906,391,,,1033,43.0116263352131,,,0.508116126060486,emoji,12
153,774,399,,,743,38.0131556174964,,,0.501415193080902,emoji,12
445,867,404,,,781,54.0832691319598,,,0.484802216291428,emoji,12
858,911,427,,,942,83.2225930862527,,,0.48477840423584,emoji,12
279,506,367,,,955,47.7702836499848,,,0.451546311378479,emoji,12
332,93,136,,,752,235.325306756413,,,0.40495365858078,emoji,12
640,431,347,,,1051,176.238474800482,,,0.404511094093323,emoji,12
488,785,386,,,878,48.2182538049648,,,0.390894681215286,emoji,12
308,20,124,,,752,312.453196495091,,,0.389833122491837,emoji,12
310,795,423,,,1215,84.4274836768217,,,0.388865351676941,emoji,12
435,69,320,,,252,221.923410211721,,,0.385218918323517,emoji,12
328,898,400,,,1233,74.2091638546076,,,0.377090096473694,emoji,12
220,851,409,,,790,48.363209157375,,,0.36995130777359,emoji,12
253,844,399,1018,57.4108003776293,346,43.0464865000618,Ribosome,57.4108003776293,0.364103525876999,emoji,12
761,696,191,,,584,77.5693238335877,,,0.364086389541626,emoji,12
871,729,197,,,99,37.2290209379726,,,0.361954540014267,emoji,12
291,108,144,,,1645,240.472451644674,,,0.360912710428238,emoji,12
460,876,446,,,781,92.2875939658197,,,0.359243005514145,emoji,12
812,752,197,,,653,39.5727178748188,,,0.351412683725357,emoji,12
305,893,427,,,346,101.793909444524,,,0.351401537656784,emoji,12
536,90,317,,,140,237.701493474484,,,0.350499480962753,emoji,12
877,22,243,,,340,525.465507907037,,,0.349544882774353,emoji,12
835,19,212,,,752,489.670297240909,,,0.346762776374817,emoji,12
359,830,404,,,1636,76.7007170761786,,,0.345494151115418,emoji,12
798,626,186,,,1120,127.314571043538,,,0.343678176403046,emoji,12
642,383,352,,,1357,208.38905921377,,,0.336180150508881,emoji,12
333,847,428,,,1215,98.173316130199,,,0.335646361112595,emoji,12
293,821,397,,,1215,50.8035431835222,,,0.332156777381897,emoji,12
642,397,346,,,1357,197.944436648268,,,0.330136060714722,emoji,12
452,48,362,,,252,256.109351644957,,,0.328229367733002,emoji,12
381,828,396,,,1448,62.104750220897,,,0.32602322101593,emoji,12
252,486,374,,,955,58.2752091373339,,,0.325115472078323,emoji,12
325,842,407,,,1215,75.6439025963098,,,0.320994317531586,emoji,12
900,22,196,,,752,541.238394794752,,,0.320420265197754,emoji,12
811,18,202,,,752,470.163801243779,,,0.319757640361786,emoji,12
857,698,203,,,99,43.7607129740821,,,0.316585332155228,emoji,12
944,24,112,,,752,580.540265614712,,,0.315534800291061,emoji,12
933,24,132,,,752,569.310108815925,,,0.31329134106636,emoji,12
311,835,429,,,1215,87.4585616163449,,,0.312272846698761,emoji,12
923,599,179,,,1457,126.988188427113,,,0.31124147772789,emoji,12
912,24,173,,,752,549.881805481869,,,0.309768110513687,emoji,12
620,620,360,,,1137,37.4833296279826,,,0.307917714118958,emoji,12
922,25,156,,,752,558.184557292658,,,0.306751668453217,emoji,12
777,792,205,402,30.4795013082563,402,30.4795013082563,Ribosome,30.4795013082563,0.303908199071884,emoji,12
912,631,179,,,1457,98.2395032560731,,,0.302104651927948,emoji,12
882,631,184,,,1457,101.911726508778,,,0.299197286367416,emoji,12
337,626,214,1305,1,1305,1,Ribosome,1,0.291486442089081,emoji,12
797,15,159,,,752,459.886942628294,,,0.291025072336197,emoji,12
342,508,314,740,1.4142135623731,740,1.4142135623731,Ribosome,1.4142135623731,0.288944333791733,emoji,12
353,850,395,,,530,64.2339474110069,,,0.288671940565109,emoji,12
307,817,402,,,1215,59.7494769851586,,,0.28845402598381,emoji,12
307,79,133,,,340,259.701752015654,,,0.288000792264938,emoji,12
660,713,212,554,7.07106781186548,554,7.07106781186548,Ribosome,7.07106781186548,0.287575453519821,emoji,12
853,19,181,,,752,502.716619975907,,,0.286986202001572,emoji,12
855,21,162,,,752,503.162995459722,,,0.283695816993713,emoji,12
942,29,206,,,752,574.785177261905,,,0.280708998441696,emoji,12
568,646,282,1504,3,1504,3,Ribosome,3,0.279541045427322,emoji,12
862,17,102,,,752,515.528854672559,,,0.278844088315964,emoji,12
778,706,196,,,1342,68.07348970047,,,0.278445154428482,emoji,12
160,761,337,1500,4.47213595499958,1500,4.47213595499958,Ribosome,4.47213595499958,0.278194099664688,emoji,12
813,878,309,399,2.44948974278318,399,2.44948974278318,Ribosome,2.44948974278318,0.276793330907822,emoji,12
303,90,138,,,340,251.481609665598,,,0.274379730224609,emoji,12
824,578,179,,,99,164.127998830181,,,0.274336934089661,emoji,12
878,769,200,,,1241,48.3528696149463,,,0.273613154888153,emoji,12
911,790,241,684,4.58257569495584,684,4.58257569495584,Ribosome,4.58257569495584,0.273285090923309,emoji,12
431,806,330,1465,2.82842712474619,1465,2.82842712474619,Ribosome,2.82842712474619,0.272847563028336,emoji,12
601,32,125,,,752,318.108472065741,,,0.272709339857101,emoji,12
800,854,234,1408,4.24264068711929,1408,4.24264068711929,Ribosome,4.24264068711929,0.272235244512558,emoji,12
265,561,323,1409,3.74165738677394,1409,3.74165738677394,Ribosome,3.74165738677394,0.272168874740601,emoji,12
88,816,260,733,8.12403840463596,389,7.07106781186548,Ribosome,8.12403840463596,0.271534621715546,emoji,12
35,694,348,1406,3,1406,3,Ribosome,3,0.269710570573807,emoji,12
387,473,284,442,3.3166247903554,442,3.3166247903554,Ribosome,3.3166247903554,0.26970186829567,emoji,12
775,819,230,57,29.1547594742265,402,6.70820393249937,Ribosome,29.1547594742265,0.269675046205521,emoji,12
456,861,297,499,5.47722557505166,499,5.47722557505166,Ribosome,5.47722557505166,0.269494205713272,emoji,12
790,893,251,1363,3.74165738677394,1363,3.74165738677394,Ribosome,3.74165738677394,0.269340544939041,emoji,12
185,837,331,408,7.34846922834954,408,7.34846922834954,Ribosome,7.34846922834954,0.268651247024536,emoji,12
